Intent,FAQ,Answer,source,Link_embed
ask_how_long_school_business_close,When can businesses re-open in my city?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When can businesses open again in my state?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When can businesses open in my town?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will schools re-open?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will schools open again in my community?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When is it safe to return to school or work?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will it be safe to return to school?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will it be safe to return to work?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will it be safe to open businesses?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_school_business_close,When will it be safe to re-open schools?,"CDC cannot address the policies of any business or organization. CDC shares recommendations based on the best available science to help people make decisions that improve their health and safety. Employers, schools, and organizations may decide to visibly screen for symptoms or perform on-site symptom checks.

If your employer, school, or organization requires you to present documentation regarding COVID-19 before returning to work or school (for example, proof of a negative COVID-19 lab test, if a test was performed, contact your healthcare provider to ask if he or she would be able to provide a form of documentation for you. Documentation of self-isolation and self-quarantine may not be possible.

CDC has guidance for when and how people with COVID-19 can discontinue home isolation.  In all cases, follow the guidance of your healthcare provider and local health department. Local decisions depend on local circumstances.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html
ask_how_long_shelter_in_place,How long will businesses be closed for?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,How long will shelter in place last?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,How long will school closures last?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,Will there be a stay at home order in my community?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,Will there be a shelter in place order in my community?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,WIll businesses be closed in my community?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
ask_how_long_shelter_in_place,How long with there be stay at home order for in my city?,"CDC makes recommendations, shares information, and provides guidance to help slow down the spread of COVID-19 in the U.S. including guidance for schools and businesses. CDC regularly shares information and provides assistance to state, local, territorial, and tribal health authorities. These local authorities are responsible for making decisions including  “stay at home” or “shelter in place.” What is included in these orders and how they are implemented are also decided by local authorities. These decisions may also depend on many factors such as how the virus is spreading in a certain community.

Please contact your local health department to find out more.",https://www.cdc.gov/coronavirus/2019-ncov/faq.html,https://www.cdc.gov/publichealthgateway/accreditation/departments.html
